Category,Type,Issue Message,Severity,Affected Pages Count,URLs
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/industries/agriculture,LOW,1,https://www.sssdynamics.com/industries/agriculture-grains-nuts
On-Page,Meta Description,"Meta description too long (163 chars, recommended: 120-160)",LOW,1,https://www.sssdynamics.com/oem-parts-and-service
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/oem-parts-and-service,LOW,1,https://www.sssdynamics.com/oem-parts-and-service
On-Page,Internal Links,"Excessive internal links (208, recommended: <100)",LOW,1,https://www.sssdynamics.com/equipment/density-separation/sutton-stoners
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/resources/events,LOW,1,https://www.sssdynamics.com/resources/events
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/industries/minerals,LOW,1,https://www.sssdynamics.com/industries/minerals
On-Page,Meta Description,"Meta description too long (161 chars, recommended: 120-160)",LOW,1,https://www.sssdynamics.com/applications
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/solutions/triple-s-tes,LOW,1,https://www.sssdynamics.com/solutions/triple-s-test-results-separating-rubber-from-sand
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/resources/glossary-of-,LOW,1,https://www.sssdynamics.com/resources/glossary-of-terms
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/resources/faq,LOW,1,https://www.sssdynamics.com/resources/faq
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/about/employment,LOW,1,https://www.sssdynamics.com/about/employment
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/industries/food-wine,LOW,1,https://www.sssdynamics.com/industries/food-wine
On-Page,Meta Description,"Meta description too long (177 chars, recommended: 120-160)",LOW,1,https://www.sssdynamics.com/resources/case-studies/recycle-reuse-renew-existing-slipstick
On-Page,Meta Description,"Meta description too long (168 chars, recommended: 120-160)",LOW,1,https://www.sssdynamics.com/resources/case-studies/slipstick-conveyor-increases-line-yields
On-Page,Meta Description,"Meta description too long (171 chars, recommended: 120-160)",LOW,1,https://www.sssdynamics.com/resources/case-studies/slipstick-conveyor-solves-maintenance-dust-control-problems
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/contact-us/?interest=h,LOW,1,https://www.sssdynamics.com/contact-us/?interest=high+speed+screens
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/category/uncategorized,LOW,1,https://www.sssdynamics.com/category/uncategorized
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/contact-us/?interest=v,LOW,1,https://www.sssdynamics.com/contact-us/?interest=vibratory+conveyors
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/category/news-and-arti,LOW,1,https://www.sssdynamics.com/category/news-and-articles
On-Page,Internal Links,Link without anchor text: https://www.sssdynamics.com/contact-us/?interest=t,LOW,1,https://www.sssdynamics.com/contact-us/?interest=texas+shaker+screeners
